added_at,is_local,primary_color,added_by.external_urls.spotify,added_by.href,added_by.id,added_by.type,added_by.uri,track.album.album_type,track.album.artists,track.album.available_markets,track.album.external_urls.spotify,track.album.href,track.album.id,track.album.images,track.album.name,track.album.release_date,track.album.release_date_precision,track.album.total_tracks,track.album.type,track.album.uri,track.artists,track.available_markets,track.disc_number,track.duration_ms,track.episode,track.explicit,track.external_ids.isrc,track.external_urls.spotify,track.href,track.id,track.is_local,track.name,track.popularity,track.preview_url,track.track,track.track_number,track.type,track.uri,video_thumbnail.url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
2020-08-17T17:52:38Z,False,,https://open.spotify.com/user/katiekaminski1115,https://api.spotify.com/v1/users/katiekaminski1115,katiekaminski1115,user,spotify:user:katiekaminski1115,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]","['CA', 'US']",https://open.spotify.com/album/7mzrIsaAjnXihW3InKjlC3,https://api.spotify.com/v1/albums/7mzrIsaAjnXihW3InKjlC3,7mzrIsaAjnXihW3InKjlC3,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732f8c0fd72a80a93f8c53b96c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022f8c0fd72a80a93f8c53b96c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512f8c0fd72a80a93f8c53b96c', 'width': 64}]",Taylor Swift,2006-10-24,day,15,album,spotify:album:7mzrIsaAjnXihW3InKjlC3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]","['CA', 'US']",1,232106,False,False,USCJY0603008,https://open.spotify.com/track/0Om9WAB5RS09L80DyOfTNa,https://api.spotify.com/v1/tracks/0Om9WAB5RS09L80DyOfTNa,0Om9WAB5RS09L80DyOfTNa,False,Tim McGraw,67,,True,1,track,spotify:track:0Om9WAB5RS09L80DyOfTNa,,0.58,0.491,0,-6.462,1,0.0251,0.575,0.0,0.121,0.425,76.009,audio_features,spotify:track:0Om9WAB5RS09L80DyOfTNa,https://api.spotify.com/v1/tracks/0Om9WAB5RS09L80DyOfTNa,https://api.spotify.com/v1/audio-analysis/0Om9WAB5RS09L80DyOfTNa,232107,4
2020-08-17T17:52:38Z,False,,https://open.spotify.com/user/katiekaminski1115,https://api.spotify.com/v1/users/katiekaminski1115,katiekaminski1115,user,spotify:user:katiekaminski1115,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]","['CA', 'US']",https://open.spotify.com/album/7mzrIsaAjnXihW3InKjlC3,https://api.spotify.com/v1/albums/7mzrIsaAjnXihW3InKjlC3,7mzrIsaAjnXihW3InKjlC3,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732f8c0fd72a80a93f8c53b96c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022f8c0fd72a80a93f8c53b96c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512f8c0fd72a80a93f8c53b96c', 'width': 64}]",Taylor Swift,2006-10-24,day,15,album,spotify:album:7mzrIsaAjnXihW3InKjlC3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]","['CA', 'US']",1,173066,False,False,USCJY0603250,https://open.spotify.com/track/32mVHdy0bi1XKgr0ajsBlG,https://api.spotify.com/v1/tracks/32mVHdy0bi1XKgr0ajsBlG,32mVHdy0bi1XKgr0ajsBlG,False,Picture To Burn,71,,True,2,track,spotify:track:32mVHdy0bi1XKgr0ajsBlG,,0.658,0.877,7,-2.098,1,0.0323,0.173,0.0,0.0962,0.821,105.586,audio_features,spotify:track:32mVHdy0bi1XKgr0ajsBlG,https://api.spotify.com/v1/tracks/32mVHdy0bi1XKgr0ajsBlG,https://api.spotify.com/v1/audio-analysis/32mVHdy0bi1XKgr0ajsBlG,173067,4
2020-08-17T17:52:38Z,False,,https://open.spotify.com/user/katiekaminski1115,https://api.spotify.com/v1/users/katiekaminski1115,katiekaminski1115,user,spotify:user:katiekaminski1115,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]","['CA', 'US']",https://open.spotify.com/album/7mzrIsaAjnXihW3InKjlC3,https://api.spotify.com/v1/albums/7mzrIsaAjnXihW3InKjlC3,7mzrIsaAjnXihW3InKjlC3,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732f8c0fd72a80a93f8c53b96c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022f8c0fd72a80a93f8c53b96c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512f8c0fd72a80a93f8c53b96c', 'width': 64}]",Taylor Swift,2006-10-24,day,15,album,spotify:album:7mzrIsaAjnXihW3InKjlC3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]","['CA', 'US']",1,203040,False,False,USCJY0603137,https://open.spotify.com/track/7zMcNqs55Mxer82bvZFkpg,https://api.spotify.com/v1/tracks/7zMcNqs55Mxer82bvZFkpg,7zMcNqs55Mxer82bvZFkpg,False,Teardrops On My Guitar - Radio Single Remix,68,,True,3,track,spotify:track:7zMcNqs55Mxer82bvZFkpg,,0.621,0.417,10,-6.941,1,0.0231,0.288,0.0,0.119,0.289,99.953,audio_features,spotify:track:7zMcNqs55Mxer82bvZFkpg,https://api.spotify.com/v1/tracks/7zMcNqs55Mxer82bvZFkpg,https://api.spotify.com/v1/audio-analysis/7zMcNqs55Mxer82bvZFkpg,203040,4
2020-08-17T17:52:38Z,False,,https://open.spotify.com/user/katiekaminski1115,https://api.spotify.com/v1/users/katiekaminski1115,katiekaminski1115,user,spotify:user:katiekaminski1115,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]","['CA', 'US']",https://open.spotify.com/album/7mzrIsaAjnXihW3InKjlC3,https://api.spotify.com/v1/albums/7mzrIsaAjnXihW3InKjlC3,7mzrIsaAjnXihW3InKjlC3,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732f8c0fd72a80a93f8c53b96c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022f8c0fd72a80a93f8c53b96c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512f8c0fd72a80a93f8c53b96c', 'width': 64}]",Taylor Swift,2006-10-24,day,15,album,spotify:album:7mzrIsaAjnXihW3InKjlC3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]","['CA', 'US']",1,199200,False,False,USCJY0603001,https://open.spotify.com/track/73OX8GdpOeGzKC6OvGSbsv,https://api.spotify.com/v1/tracks/73OX8GdpOeGzKC6OvGSbsv,73OX8GdpOeGzKC6OvGSbsv,False,A Place in this World,60,,True,4,track,spotify:track:73OX8GdpOeGzKC6OvGSbsv,,0.576,0.777,9,-2.881,1,0.0324,0.051,0.0,0.32,0.428,115.028,audio_features,spotify:track:73OX8GdpOeGzKC6OvGSbsv,https://api.spotify.com/v1/tracks/73OX8GdpOeGzKC6OvGSbsv,https://api.spotify.com/v1/audio-analysis/73OX8GdpOeGzKC6OvGSbsv,199200,4
2020-08-17T17:52:38Z,False,,https://open.spotify.com/user/katiekaminski1115,https://api.spotify.com/v1/users/katiekaminski1115,katiekaminski1115,user,spotify:user:katiekaminski1115,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]","['CA', 'US']",https://open.spotify.com/album/7mzrIsaAjnXihW3InKjlC3,https://api.spotify.com/v1/albums/7mzrIsaAjnXihW3InKjlC3,7mzrIsaAjnXihW3InKjlC3,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732f8c0fd72a80a93f8c53b96c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022f8c0fd72a80a93f8c53b96c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512f8c0fd72a80a93f8c53b96c', 'width': 64}]",Taylor Swift,2006-10-24,day,15,album,spotify:album:7mzrIsaAjnXihW3InKjlC3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]","['CA', 'US']",1,239013,False,False,USCJY0603020,https://open.spotify.com/track/7an1exwMnfYRcdVQm0yDev,https://api.spotify.com/v1/tracks/7an1exwMnfYRcdVQm0yDev,7an1exwMnfYRcdVQm0yDev,False,Cold As You,60,,True,5,track,spotify:track:7an1exwMnfYRcdVQm0yDev,,0.418,0.482,5,-5.769,1,0.0266,0.217,0.0,0.123,0.261,175.558,audio_features,spotify:track:7an1exwMnfYRcdVQm0yDev,https://api.spotify.com/v1/tracks/7an1exwMnfYRcdVQm0yDev,https://api.spotify.com/v1/audio-analysis/7an1exwMnfYRcdVQm0yDev,239013,4
2020-08-17T17:52:38Z,False,,https://open.spotify.com/user/katiekaminski1115,https://api.spotify.com/v1/users/katiekaminski1115,katiekaminski1115,user,spotify:user:katiekaminski1115,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]","['CA', 'US']",https://open.spotify.com/album/7mzrIsaAjnXihW3InKjlC3,https://api.spotify.com/v1/albums/7mzrIsaAjnXihW3InKjlC3,7mzrIsaAjnXihW3InKjlC3,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732f8c0fd72a80a93f8c53b96c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022f8c0fd72a80a93f8c53b96c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512f8c0fd72a80a93f8c53b96c', 'width': 64}]",Taylor Swift,2006-10-24,day,15,album,spotify:album:7mzrIsaAjnXihW3InKjlC3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]","['CA', 'US']",1,207106,False,False,USCJY0603006,https://open.spotify.com/track/2QA3IixpRcKyOdG7XDzRgv,https://api.spotify.com/v1/tracks/2QA3IixpRcKyOdG7XDzRgv,2QA3IixpRcKyOdG7XDzRgv,False,The Outside,58,,True,6,track,spotify:track:2QA3IixpRcKyOdG7XDzRgv,,0.589,0.805,5,-4.055,1,0.0293,0.00491,0.0,0.24,0.591,112.982,audio_features,spotify:track:2QA3IixpRcKyOdG7XDzRgv,https://api.spotify.com/v1/tracks/2QA3IixpRcKyOdG7XDzRgv,https://api.spotify.com/v1/audio-analysis/2QA3IixpRcKyOdG7XDzRgv,207107,4
2020-08-17T17:52:38Z,False,,https://open.spotify.com/user/katiekaminski1115,https://api.spotify.com/v1/users/katiekaminski1115,katiekaminski1115,user,spotify:user:katiekaminski1115,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]","['CA', 'US']",https://open.spotify.com/album/7mzrIsaAjnXihW3InKjlC3,https://api.spotify.com/v1/albums/7mzrIsaAjnXihW3InKjlC3,7mzrIsaAjnXihW3InKjlC3,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732f8c0fd72a80a93f8c53b96c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022f8c0fd72a80a93f8c53b96c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512f8c0fd72a80a93f8c53b96c', 'width': 64}]",Taylor Swift,2006-10-24,day,15,album,spotify:album:7mzrIsaAjnXihW3InKjlC3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]","['CA', 'US']",1,248106,False,False,USCJY0603007,https://open.spotify.com/track/6K0CJLVXqbGMeJSmJ4ENKK,https://api.spotify.com/v1/tracks/6K0CJLVXqbGMeJSmJ4ENKK,6K0CJLVXqbGMeJSmJ4ENKK,False,Tied Together with a Smile,59,,True,7,track,spotify:track:6K0CJLVXqbGMeJSmJ4ENKK,,0.479,0.578,2,-4.963,1,0.0294,0.525,0.0,0.0841,0.192,146.165,audio_features,spotify:track:6K0CJLVXqbGMeJSmJ4ENKK,https://api.spotify.com/v1/tracks/6K0CJLVXqbGMeJSmJ4ENKK,https://api.spotify.com/v1/audio-analysis/6K0CJLVXqbGMeJSmJ4ENKK,248107,4
2020-08-17T17:52:38Z,False,,https://open.spotify.com/user/katiekaminski1115,https://api.spotify.com/v1/users/katiekaminski1115,katiekaminski1115,user,spotify:user:katiekaminski1115,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]","['CA', 'US']",https://open.spotify.com/album/7mzrIsaAjnXihW3InKjlC3,https://api.spotify.com/v1/albums/7mzrIsaAjnXihW3InKjlC3,7mzrIsaAjnXihW3InKjlC3,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732f8c0fd72a80a93f8c53b96c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022f8c0fd72a80a93f8c53b96c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512f8c0fd72a80a93f8c53b96c', 'width': 64}]",Taylor Swift,2006-10-24,day,15,album,spotify:album:7mzrIsaAjnXihW3InKjlC3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]","['CA', 'US']",1,236053,False,False,USCJY0603005,https://open.spotify.com/track/2ZoOmCSgj0ypVAmGd1ve4y,https://api.spotify.com/v1/tracks/2ZoOmCSgj0ypVAmGd1ve4y,2ZoOmCSgj0ypVAmGd1ve4y,False,Stay Beautiful,59,,True,8,track,spotify:track:2ZoOmCSgj0ypVAmGd1ve4y,,0.594,0.629,8,-4.919,1,0.0246,0.0868,0.0,0.137,0.504,131.597,audio_features,spotify:track:2ZoOmCSgj0ypVAmGd1ve4y,https://api.spotify.com/v1/tracks/2ZoOmCSgj0ypVAmGd1ve4y,https://api.spotify.com/v1/audio-analysis/2ZoOmCSgj0ypVAmGd1ve4y,236053,4
2020-08-17T17:52:38Z,False,,https://open.spotify.com/user/katiekaminski1115,https://api.spotify.com/v1/users/katiekaminski1115,katiekaminski1115,user,spotify:user:katiekaminski1115,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]","['CA', 'US']",https://open.spotify.com/album/7mzrIsaAjnXihW3InKjlC3,https://api.spotify.com/v1/albums/7mzrIsaAjnXihW3InKjlC3,7mzrIsaAjnXihW3InKjlC3,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732f8c0fd72a80a93f8c53b96c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022f8c0fd72a80a93f8c53b96c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512f8c0fd72a80a93f8c53b96c', 'width': 64}]",Taylor Swift,2006-10-24,day,15,album,spotify:album:7mzrIsaAjnXihW3InKjlC3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]","['CA', 'US']",1,242200,False,False,USCJY0603021,https://open.spotify.com/track/16MVSD0mGI4RMQT83Qzm69,https://api.spotify.com/v1/tracks/16MVSD0mGI4RMQT83Qzm69,16MVSD0mGI4RMQT83Qzm69,False,Should've Said No,68,,True,9,track,spotify:track:16MVSD0mGI4RMQT83Qzm69,,0.476,0.777,4,-3.771,0,0.0289,0.0103,0.0,0.196,0.472,167.964,audio_features,spotify:track:16MVSD0mGI4RMQT83Qzm69,https://api.spotify.com/v1/tracks/16MVSD0mGI4RMQT83Qzm69,https://api.spotify.com/v1/audio-analysis/16MVSD0mGI4RMQT83Qzm69,242200,4
2020-08-17T17:52:38Z,False,,https://open.spotify.com/user/katiekaminski1115,https://api.spotify.com/v1/users/katiekaminski1115,katiekaminski1115,user,spotify:user:katiekaminski1115,album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]","['CA', 'US']",https://open.spotify.com/album/7mzrIsaAjnXihW3InKjlC3,https://api.spotify.com/v1/albums/7mzrIsaAjnXihW3InKjlC3,7mzrIsaAjnXihW3InKjlC3,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732f8c0fd72a80a93f8c53b96c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022f8c0fd72a80a93f8c53b96c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512f8c0fd72a80a93f8c53b96c', 'width': 64}]",Taylor Swift,2006-10-24,day,15,album,spotify:album:7mzrIsaAjnXihW3InKjlC3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]","['CA', 'US']",1,213080,False,False,USCJY0603022,https://open.spotify.com/track/2QrQCMel6v2JiLxqrg4p2O,https://api.spotify.com/v1/tracks/2QrQCMel6v2JiLxqrg4p2O,2QrQCMel6v2JiLxqrg4p2O,False,Mary's Song (Oh My My My),61,,True,10,track,spotify:track:2QrQCMel6v2JiLxqrg4p2O,,0.403,0.627,2,-5.28,1,0.0292,0.0177,0.0,0.182,0.374,74.9,audio_features,spotify:track:2QrQCMel6v2JiLxqrg4p2O,https://api.spotify.com/v1/tracks/2QrQCMel6v2JiLxqrg4p2O,https://api.spotify.com/v1/audio-analysis/2QrQCMel6v2JiLxqrg4p2O,213080,4
